t,Naive3,UCB1,Random,Softmax0.1,EnsembleEAnnealingUpdateAll,EnsembleRandomUpdateAll,EXP30.5,eAnnealing,eGreedy0.1,
155400,0.0009583384,0.0000000020,0.0004602977,0.0109566764,0.0010634569,,0.0008808019,0.0006774907,0.0010015085,
155500,0.0009637096,0.0000000011,0.0004588318,0.0109507744,0.0010615310,,0.0008814070,0.0006712516,0.0010044514,
155600,0.0009633942,0.0000000000,0.0004621911,0.0109510884,0.0010602083,,0.0008847991,0.0006683039,0.0010053027,
155700,0.0009646451,0.0000000000,0.0004671194,0.0109407234,0.0010620739,,0.0008800608,0.0006671404,0.0010055843,
155800,0.0009582258,0.0000000000,0.0004686423,0.0109320354,0.0010592449,,0.0008784868,0.0006646932,0.0010058728,
155900,0.0009572876,0.0000000011,0.0004698339,0.0109274605,0.0010611928,,0.0008752787,0.0006666581,0.0010043119,
156000,0.0009557838,0.0000000011,0.0004726118,0.0109267630,0.0010565131,,0.0008779300,0.0006674591,0.0010024940,
156100,0.0009547819,0.0000000019,0.0004748217,0.0109251528,0.0010563127,,0.0008740942,0.0006685544,0.0010053899,
156200,0.0009552375,0.0000000011,0.0004748242,0.0109189020,0.0010528359,,0.0008749579,0.0006662310,0.0010058850,
156300,0.0009593034,0.0000000000,0.0004757367,0.0109168163,0.0010561587,,0.0008721165,0.0006658768,0.0010063898,
156400,0.0009601718,0.0000000000,0.0004740929,0.0109091487,0.0010577634,,0.0008724442,0.0006660563,0.0010063306,
156500,0.0009555769,0.0000000000,0.0004735719,0.0109057609,0.0010588857,,0.0008684998,0.0006742200,0.0010036086,
156600,0.0009529497,0.0000000000,0.0004768306,0.0109028769,0.0010597987,,0.0008644475,0.0006740790,0.0010001148,
156700,0.0009504447,0.0000000000,0.0004739281,0.0108981437,0.0010551776,,0.0008621325,0.0006725723,0.0010026126,
156800,0.0009584487,0.0000000000,0.0004744426,0.0108959156,0.0010573629,,0.0008673304,0.0006696260,0.0009982038,
156900,0.0009635257,0.0000000000,0.0004738737,0.0108894157,0.0010543485,,0.0008651518,0.0006654956,0.0009992844,
157000,0.0009616588,0.0000000013,0.0004757103,0.0108873188,0.0010534231,,0.0008642566,0.0006630042,0.0010031542,
157100,0.0009560344,0.0000000000,0.0004704623,0.0108867200,0.0010543308,,0.0008674578,0.0006613280,0.0010002643,
157200,0.0009594151,0.0000000000,0.0004698852,0.0108814586,0.0010576830,,0.0008662596,0.0006587689,0.0009985860,
157300,0.0009583646,0.0000000000,0.0004733256,0.0108773549,0.0010507346,,0.0008667142,0.0006520680,0.0010016328,
157400,0.0009556718,0.0000000000,0.0004752716,0.0108712363,0.0010499752,,0.0008644164,0.0006536017,0.0009992105,
157500,0.0009563884,0.0000000011,0.0004746996,0.0108707505,0.0010506156,,0.0008679509,0.0006485207,0.0010013356,
157600,0.0009523616,0.0000000000,0.0004732942,0.0108670747,0.0010484070,,0.0008663045,0.0006536226,0.0010078772,
157700,0.0009463860,0.0000000000,0.0004725970,0.0108640716,0.0010492555,,0.0008615773,0.0006580626,0.0010009887,
157800,0.0009492878,0.0000000015,0.0004706437,0.0108577013,0.0010486236,,0.0008621605,0.0006547473,0.0009980839,
157900,0.0009533681,0.0000000000,0.0004713962,0.0108527029,0.0010462816,,0.0008653098,0.0006522149,0.0010027373,
158000,0.0009607671,0.0000000000,0.0004721630,0.0108521241,0.0010492066,,0.0008646998,0.0006533233,0.0010020886,
158100,0.0009546167,0.0000000000,0.0004740823,0.0108495009,0.0010492520,,0.0008669594,0.0006563814,0.0009947498,
158200,0.0009499223,0.0000000013,0.0004711015,0.0108453946,0.0010517638,,0.0008681194,0.0006603563,0.0009963611,
158300,0.0009439083,0.0000000013,0.0004697099,0.0108388100,0.0010491175,,0.0008683716,0.0006580044,0.0009921617,
158400,0.0009500956,0.0000000015,0.0004687870,0.0108332748,0.0010446529,,0.0008680906,0.0006548967,0.0009914445,
158500,0.0009616583,0.0000000011,0.0004664316,0.0108278362,0.0010419738,,0.0008677971,0.0006439634,0.0009911104,
158600,0.0009644214,0.0000000008,0.0004668597,0.0108292608,0.0010413283,,0.0008680399,0.0006438581,0.0009973055,
158700,0.0009577787,0.0000000013,0.0004661301,0.0108244355,0.0010481325,,0.0008668440,0.0006499049,0.0009934034,
158800,0.0009525484,0.0000000011,0.0004650819,0.0108153765,0.0010515462,,0.0008629176,0.0006510924,0.0009971225,
158900,0.0009464095,0.0000000000,0.0004622609,0.0108126920,0.0010477531,,0.0008619522,0.0006476152,0.0009917888,
159000,0.0009494629,0.0000000013,0.0004639998,0.0108093156,0.0010438913,,0.0008597680,0.0006411561,0.0009896796,
159100,0.0009562941,0.0000000020,0.0004603104,0.0108008885,0.0010396267,,0.0008559042,0.0006425684,0.0009931012,
159200,0.0009478509,0.0000000000,0.0004618858,0.0107982194,0.0010358112,,0.0008531388,0.0006416652,0.0009989624,
159300,0.0009424295,0.0000000000,0.0004625326,0.0107946561,0.0010419846,,0.0008551974,0.0006446192,0.0009970029,
159400,0.0009390454,0.0000000000,0.0004592501,0.0107883714,0.0010390505,,0.0008490688,0.0006425234,0.0009893881,
159500,0.0009414925,0.0000000000,0.0004591055,0.0107787718,0.0010385535,,0.0008465384,0.0006441860,0.0009888665,
159600,0.0009399027,0.0000000000,0.0004613774,0.0107727660,0.0010429869,,0.0008433409,0.0006473273,0.0009827926,
159700,0.0009385809,0.0000000013,0.0004602011,0.0107679087,0.0010431011,,0.0008384856,0.0006492135,0.0009850565,
159800,0.0009382173,0.0000000019,0.0004616651,0.0107657352,0.0010409738,,0.0008380071,0.0006539033,0.0009850173,
159900,0.0009324682,0.0000000000,0.0004599624,0.0107609216,0.0010389295,,0.0008400943,0.0006513862,0.0009749765,
160000,0.0009397629,0.0000000000,0.0004614919,0.0107546990,0.0010365113,,0.0008401673,0.0006462912,0.0009698061,
160100,0.0009427984,0.0000000008,0.0004598469,0.0107501542,0.0010338245,,0.0008397777,0.0006427515,0.0009714622,
160200,0.0009428544,0.0000000000,0.0004616451,0.0107445853,0.0010352243,,0.0008405959,0.0006436059,0.0009749440,
160300,0.0009370425,0.0000000000,0.0004598919,0.0107418781,0.0010351777,,0.0008412391,0.0006494931,0.0009743348,
160400,0.0009394316,0.0000000000,0.0004573905,0.0107323963,0.0010378307,,0.0008444381,0.0006459460,0.0009732559,
160500,0.0009395799,0.0000000000,0.0004581070,0.0107251591,0.0010336680,,0.0008422419,0.0006448294,0.0009716747,
160600,0.0009444097,0.0000000013,0.0004532485,0.0107221139,0.0010372119,,0.0008407466,0.0006407091,0.0009685652,
160700,0.0009448947,0.0000000011,0.0004511635,0.0107138077,0.0010347097,,0.0008413772,0.0006411551,0.0009718541,
160800,0.0009402481,0.0000000017,0.0004502023,0.0107140194,0.0010376191,,0.0008435466,0.0006423383,0.0009765992,
160900,0.0009342546,0.0000000011,0.0004487451,0.0107076136,0.0010363772,,0.0008441886,0.0006427834,0.0009704108,
161000,0.0009340021,0.0000000019,0.0004483941,0.0107017529,0.0010315685,,0.0008428993,0.0006395966,0.0009674493,
161100,0.0009311682,0.0000000000,0.0004495678,0.0106984316,0.0010265526,,0.0008430949,0.0006354031,0.0009686548,
161200,0.0009304486,0.0000000011,0.0004494030,0.0106926957,0.0010272757,,0.0008400518,0.0006425980,0.0009701068,
161300,0.0009223369,0.0000000017,0.0004475451,0.0106855939,0.0010252299,,0.0008415430,0.0006428680,0.0009694166,
161400,0.0009227962,0.0000000000,0.0004479070,0.0106791217,0.0010301329,,0.0008416058,0.0006432886,0.0009695164,
161500,0.0009226115,0.0000000019,0.0004464068,0.0106729014,0.0010335396,,0.0008439901,0.0006479097,0.0009672181,
161600,0.0009250736,0.0000000000,0.0004462279,0.0106702880,0.0010347283,,0.0008442729,0.0006499712,0.0009585758,
161700,0.0009211356,0.0000000000,0.0004458770,0.0106624538,0.0010342581,,0.0008435593,0.0006527724,0.0009596513,
161800,0.0009224820,0.0000000000,0.0004473559,0.0106566104,0.0010353127,,0.0008443705,0.0006477050,0.0009545523,
161900,0.0009251990,0.0000000000,0.0004507507,0.0106488576,0.0010321538,,0.0008421523,0.0006443004,0.0009466320,
162000,0.0009272697,0.0000000011,0.0004506331,0.0106455937,0.0010257640,,0.0008466013,0.0006430303,0.0009412361,
162100,0.0009307263,0.0000000015,0.0004489934,0.0106374129,0.0010247301,,0.0008460724,0.0006376601,0.0009454464,
162200,0.0009320058,0.0000000000,0.0004497169,0.0106301160,0.0010223714,,0.0008446129,0.0006309876,0.0009445824,
162300,0.0009341387,0.0000000008,0.0004491043,0.0106254501,0.0010232246,,0.0008471709,0.0006298712,0.0009487176,
162400,0.0009308604,0.0000000000,0.0004488990,0.0106205194,0.0010256195,,0.0008490512,0.0006308204,0.0009460061,
162500,0.0009251125,0.0000000000,0.0004467741,0.0106174869,0.0010252678,,0.0008467636,0.0006303889,0.0009513757,
162600,0.0009223224,0.0000000015,0.0004444483,0.0106072972,0.0010250294,,0.0008458486,0.0006329712,0.0009496362,
162700,0.0009222388,0.0000000008,0.0004457169,0.0105976834,0.0010196567,,0.0008440328,0.0006309500,0.0009511143,
162800,0.0009261341,0.0000000008,0.0004439506,0.0105908967,0.0010198001,,0.0008455004,0.0006282953,0.0009536672,
162900,0.0009270241,0.0000000000,0.0004409883,0.0105844155,0.0010199884,,0.0008486957,0.0006304746,0.0009548660,
163000,0.0009259383,0.0000000011,0.0004435793,0.0105797568,0.0010233480,,0.0008487847,0.0006302042,0.0009521670,
163100,0.0009226347,0.0000000000,0.0004415704,0.0105712168,0.0010232651,,0.0008470170,0.0006335417,0.0009527401,
163200,0.0009214329,0.0000000000,0.0004407144,0.0105637831,0.0010231403,,0.0008441322,0.0006331387,0.0009473333,
163300,0.0009252743,0.0000000011,0.0004423674,0.0105603519,0.0010194677,,0.0008440675,0.0006285324,0.0009425632,
163400,0.0009339847,0.0000000011,0.0004409999,0.0105539991,0.0010203938,,0.0008442482,0.0006288005,0.0009447094,
163500,0.0009353902,0.0000000015,0.0004412464,0.0105450959,0.0010188618,,0.0008399135,0.0006218996,0.0009483237,
163600,0.0009352882,0.0000000015,0.0004431225,0.0105403102,0.0010246059,,0.0008372512,0.0006280641,0.0009503713,
163700,0.0009351180,0.0000000000,0.0004412591,0.0105367532,0.0010260433,,0.0008363636,0.0006249775,0.0009488289,
163800,0.0009351028,0.0000000011,0.0004350199,0.0105286184,0.0010226404,,0.0008353653,0.0006253617,0.0009499298,
163900,0.0009391911,0.0000000008,0.0004393186,0.0105198674,0.0010252703,,0.0008332995,0.0006176170,0.0009466315,
164000,0.0009437492,0.0000000000,0.0004415205,0.0105171095,0.0010232611,,0.0008301216,0.0006181327,0.0009527150,
164100,0.0009387407,0.0000000000,0.0004433336,0.0105103577,0.0010194890,,0.0008295028,0.0006116174,0.0009543467,
164200,0.0009374076,0.0000000011,0.0004422249,0.0105070294,0.0010190048,,0.0008311975,0.0006123289,0.0009582171,
164300,0.0009280456,0.0000000011,0.0004382577,0.0105008662,0.0010135854,,0.0008298344,0.0006092815,0.0009550892,
164400,0.0009239112,0.0000000000,0.0004383841,0.0104967628,0.0010095702,,0.0008274379,0.0006099177,0.0009600705,
164500,0.0009238393,0.0000000000,0.0004381172,0.0104891387,0.0010087962,,0.0008288738,0.0006118990,0.0009588273,
164600,0.0009216946,0.0000000017,0.0004350005,0.0104814047,0.0010087899,,0.0008279796,0.0006151565,0.0009630572,
164700,0.0009185822,0.0000000011,0.0004371694,0.0104748756,0.0010115612,,0.0008274777,0.0006180275,0.0009628297,
164800,0.0009187688,0.0000000011,0.0004360504,0.0104693221,0.0010156226,,0.0008286932,0.0006213059,0.0009580269,
164900,0.0009183114,0.0000000015,0.0004350698,0.0104625856,0.0010183128,,0.0008282278,0.0006223381,0.0009539844,
165000,0.0009150913,0.0000000017,0.0004373997,0.0104550815,0.0010153248,,0.0008249453,0.0006244824,0.0009478668,
165100,0.0009111813,0.0000000000,0.0004393896,0.0104494668,0.0010084084,,0.0008241901,0.0006247998,0.0009440916,
165200,0.0009148194,0.0000000011,0.0004380076,0.0104473789,0.0010047768,,0.0008242693,0.0006223629,0.0009406698,
165300,0.0009172181,0.0000000000,0.0004361631,0.0104471816,0.0009988885,,0.0008260713,0.0006207164,0.0009422210,
165400,0.0009143869,0.0000000008,0.0004327470,0.0104413244,0.0009985056,,0.0008278508,0.0006167502,0.0009396673,
165500,0.0009149373,0.0000000015,0.0004336153,0.0104362479,0.0010029553,,0.0008208863,0.0006166669,0.0009412141,
165600,0.0009111054,0.0000000000,0.0004358621,0.0104298094,0.0010045712,,0.0008225776,0.0006223662,0.0009423046,
165700,0.0009069972,0.0000000000,0.0004358068,0.0104255099,0.0010027879,,0.0008228930,0.0006247621,0.0009416982,
165800,0.0009089748,0.0000000000,0.0004364666,0.0104217831,0.0010034669,,0.0008262114,0.0006251246,0.0009375772,
165900,0.0009095262,0.0000000013,0.0004355939,0.0104153452,0.0010012138,,0.0008258164,0.0006248009,0.0009371338,
166000,0.0009114873,0.0000000000,0.0004370523,0.0104080570,0.0009963071,,0.0008255765,0.0006234656,0.0009413064,
166100,0.0009069548,0.0000000000,0.0004345493,0.0104062887,0.0009980102,,0.0008260918,0.0006229719,0.0009369379,
166200,0.0009071823,0.0000000000,0.0004326910,0.0104037015,0.0009976821,,0.0008242299,0.0006206106,0.0009341216,
166300,0.0009080664,0.0000000015,0.0004330787,0.0103933094,0.0009957396,,0.0008268414,0.0006203282,0.0009370058,
166400,0.0009059798,0.0000000008,0.0004333588,0.0103821940,0.0009995807,,0.0008305003,0.0006192845,0.0009360222,
166500,0.0009079294,0.0000000019,0.0004324240,0.0103730523,0.0009972491,,0.0008328006,0.0006203473,0.0009375385,
166600,0.0009115595,0.0000000008,0.0004282950,0.0103645283,0.0009990625,,0.0008318181,0.0006148241,0.0009347991,
166700,0.0009155732,0.0000000015,0.0004289548,0.0103604477,0.0010001297,,0.0008257861,0.0006157213,0.0009390985,
166800,0.0009108507,0.0000000000,0.0004275837,0.0103538310,0.0010010155,,0.0008250083,0.0006146296,0.0009354095,
166900,0.0009075528,0.0000000000,0.0004310231,0.0103415441,0.0009989082,,0.0008196285,0.0006125528,0.0009330399,
167000,0.0009037370,0.0000000008,0.0004366019,0.0103327128,0.0009933064,,0.0008157499,0.0006092922,0.0009355517,
167100,0.0009107067,0.0000000000,0.0004365968,0.0103246436,0.0009917863,,0.0008145336,0.0006056830,0.0009364024,
167200,0.0009069930,0.0000000008,0.0004326986,0.0103162669,0.0009865665,,0.0008112146,0.0006028741,0.0009419944,
167300,0.0008978683,0.0000000013,0.0004308915,0.0103099921,0.0009898449,,0.0008077835,0.0006058417,0.0009446986,
167400,0.0008915587,0.0000000011,0.0004312156,0.0103048225,0.0009882044,,0.0008052340,0.0006104158,0.0009461746,
167500,0.0008875624,0.0000000000,0.0004288398,0.0102968203,0.0009844189,,0.0008025757,0.0006145440,0.0009445910,
167600,0.0008856190,0.0000000013,0.0004295116,0.0102928409,0.0009850279,,0.0008054367,0.0006204440,0.0009430950,
167700,0.0008851656,0.0000000000,0.0004325637,0.0102860360,0.0009861929,,0.0008045923,0.0006223651,0.0009383455,
167800,0.0008900321,0.0000000015,0.0004300009,0.0102748500,0.0009848903,,0.0008007846,0.0006222125,0.0009363721,
167900,0.0008894053,0.0000000008,0.0004302576,0.0102646186,0.0009859260,,0.0008009224,0.0006218146,0.0009348248,
168000,0.0008883728,0.0000000015,0.0004343857,0.0102623351,0.0009873735,,0.0007994525,0.0006225307,0.0009286467,
168100,0.0008887793,0.0000000015,0.0004339484,0.0102542379,0.0009854609,,0.0007983887,0.0006244325,0.0009260244,
168200,0.0008889807,0.0000000000,0.0004380767,0.0102508789,0.0009840927,,0.0007976393,0.0006225461,0.0009229431,
168300,0.0008925608,0.0000000008,0.0004394338,0.0102429768,0.0009820921,,0.0007960718,0.0006137018,0.0009262891,
168400,0.0008964197,0.0000000013,0.0004358174,0.0102390092,0.0009818706,,0.0007953809,0.0006103622,0.0009259020,
168500,0.0009010942,0.0000000000,0.0004316276,0.0102247209,0.0009802747,,0.0007932051,0.0006066877,0.0009309968,
168600,0.0008931803,0.0000000000,0.0004341797,0.0102195668,0.0009805396,,0.0007936242,0.0006066765,0.0009311416,
168700,0.0008906578,0.0000000019,0.0004320897,0.0102128670,0.0009799592,,0.0007896305,0.0006046893,0.0009348109,
168800,0.0008943086,0.0000000000,0.0004324017,0.0102043481,0.0009782558,,0.0007927445,0.0006025358,0.0009358210,
168900,0.0009010157,0.0000000000,0.0004323830,0.0101975427,0.0009770175,,0.0007939430,0.0005974005,0.0009355380,
169000,0.0008993385,0.0000000000,0.0004314952,0.0101914961,0.0009754284,,0.0007882938,0.0005950309,0.0009409995,
169100,0.0008967151,0.0000000000,0.0004351868,0.0101849258,0.0009792346,,0.0007869243,0.0005964130,0.0009400938,
169200,0.0008920027,0.0000000000,0.0004360612,0.0101782869,0.0009759480,,0.0007847090,0.0005934816,0.0009411505,
169300,0.0008940851,0.0000000008,0.0004340309,0.0101711775,0.0009759472,,0.0007895004,0.0005946680,0.0009383653,
169400,0.0008928982,0.0000000013,0.0004335077,0.0101668622,0.0009704700,,0.0007901327,0.0005947738,0.0009393239,
169500,0.0008926436,0.0000000008,0.0004291588,0.0101571648,0.0009701241,,0.0007927125,0.0005925338,0.0009376586,
169600,0.0008983131,0.0000000000,0.0004278728,0.0101515124,0.0009711170,,0.0007904628,0.0005898095,0.0009427805,
169700,0.0008905407,0.0000000000,0.0004273409,0.0101456376,0.0009713890,,0.0007882276,0.0005916914,0.0009405453,
169800,0.0008881839,0.0000000000,0.0004288182,0.0101378725,0.0009737235,,0.0007861860,0.0005943417,0.0009373424,
169900,0.0008823559,0.0000000011,0.0004300939,0.0101315959,0.0009701175,,0.0007905279,0.0005914089,0.0009357976,
170000,0.0008812466,0.0000000000,0.0004305119,0.0101214803,0.0009686732,,0.0007907611,0.0005950040,0.0009349318,
170100,0.0008858009,0.0000000000,0.0004299849,0.0101171567,0.0009635813,,0.0007879906,0.0005949573,0.0009373134,
170200,0.0008853516,0.0000000008,0.0004278158,0.0101137386,0.0009644878,,0.0007929344,0.0005920152,0.0009343182,
170300,0.0008801425,0.0000000000,0.0004324602,0.0101073106,0.0009668013,,0.0007876816,0.0005961870,0.0009323988,
170400,0.0008754932,0.0000000023,0.0004349323,0.0100956443,0.0009676499,,0.0007847795,0.0005970241,0.0009276690,
170500,0.0008717163,0.0000000000,0.0004335579,0.0100893333,0.0009678220,,0.0007838566,0.0005982956,0.0009251582,
170600,0.0008720489,0.0000000013,0.0004347101,0.0100825005,0.0009646789,,0.0007835990,0.0006019473,0.0009223382,
170700,0.0008690821,0.0000000000,0.0004347557,0.0100761019,0.0009605770,,0.0007871104,0.0006031625,0.0009208795,
170800,0.0008725148,0.0000000017,0.0004348695,0.0100709112,0.0009630755,,0.0007914377,0.0006032963,0.0009209891,
170900,0.0008741413,0.0000000013,0.0004354750,0.0100632903,0.0009633657,,0.0007888078,0.0005997229,0.0009159659,
171000,0.0008707275,0.0000000011,0.0004366167,0.0100570407,0.0009659086,,0.0007909479,0.0006024237,0.0009169691,
171100,0.0008768110,0.0000000000,0.0004366747,0.0100540527,0.0009685447,,0.0007954913,0.0006044535,0.0009137172,
171200,0.0008728747,0.0000000017,0.0004380874,0.0100456532,0.0009671291,,0.0007940214,0.0006051836,0.0009097024,
171300,0.0008712937,0.0000000000,0.0004375693,0.0100367991,0.0009677117,,0.0007955438,0.0006045375,0.0009092226,
171400,0.0008776478,0.0000000000,0.0004384516,0.0100314158,0.0009661231,,0.0007929812,0.0006017569,0.0009098306,
171500,0.0008858497,0.0000000011,0.0004346735,0.0100263606,0.0009661655,,0.0007891635,0.0005986292,0.0009103534,
171600,0.0008922758,0.0000000015,0.0004389939,0.0100223562,0.0009630328,,0.0007898770,0.0005961345,0.0009071770,
171700,0.0008906844,0.0000000011,0.0004411095,0.0100220015,0.0009685244,,0.0007942355,0.0005942256,0.0009056389,
171800,0.0008911647,0.0000000000,0.0004416480,0.0100168490,0.0009701802,,0.0007919061,0.0005897438,0.0009075692,
171900,0.0008917016,0.0000000000,0.0004426031,0.0100097687,0.0009676098,,0.0007930078,0.0005880199,0.0009044538,
172000,0.0008976208,0.0000000000,0.0004407384,0.0100053812,0.0009688230,,0.0007927614,0.0005845292,0.0009076801,
172100,0.0008880491,0.0000000000,0.0004390363,0.0099983832,0.0009620287,,0.0007926522,0.0005797462,0.0009120054,
172200,0.0008880827,0.0000000020,0.0004407944,0.0099902330,0.0009597181,,0.0007916383,0.0005757191,0.0009165539,
172300,0.0008848743,0.0000000000,0.0004388740,0.0099841683,0.0009554511,,0.0007928737,0.0005755677,0.0009190717,
172400,0.0008850783,0.0000000019,0.0004405177,0.0099802922,0.0009559115,,0.0007935706,0.0005736668,0.0009192356,
172500,0.0008854995,0.0000000000,0.0004408411,0.0099741791,0.0009551183,,0.0007888390,0.0005745585,0.0009257013,
172600,0.0008794873,0.0000000000,0.0004418536,0.0099701748,0.0009584617,,0.0007908715,0.0005775272,0.0009262226,
172700,0.0008801750,0.0000000008,0.0004422740,0.0099621552,0.0009587712,,0.0007918114,0.0005805797,0.0009276797,
172800,0.0008816605,0.0000000020,0.0004396794,0.0099544647,0.0009594348,,0.0007924423,0.0005790468,0.0009254572,
172900,0.0008855560,0.0000000000,0.0004391097,0.0099485631,0.0009585833,,0.0007967760,0.0005807391,0.0009262773,
173000,0.0008826161,0.0000000011,0.0004364825,0.0099380914,0.0009590370,,0.0007992394,0.0005802057,0.0009200978,
173100,0.0008808473,0.0000000015,0.0004347673,0.0099307133,0.0009561308,,0.0008013654,0.0005791002,0.0009184911,
173200,0.0008823588,0.0000000000,0.0004374202,0.0099265618,0.0009509359,,0.0008056516,0.0005774271,0.0009158067,
173300,0.0008854544,0.0000000000,0.0004408924,0.0099263459,0.0009495279,,0.0008080838,0.0005738943,0.0009161753,
173400,0.0008877559,0.0000000008,0.0004415139,0.0099186662,0.0009500508,,0.0008082588,0.0005691613,0.0009186734,
173500,0.0008791690,0.0000000000,0.0004438604,0.0099134881,0.0009519409,,0.0008074240,0.0005746350,0.0009182109,
173600,0.0008739558,0.0000000000,0.0004416720,0.0099092381,0.0009518587,,0.0008061653,0.0005720133,0.0009175891,
173700,0.0008724784,0.0000000000,0.0004411187,0.0099003019,0.0009507719,,0.0008022432,0.0005755054,0.0009204821,
173800,0.0008739926,0.0000000000,0.0004392174,0.0098993235,0.0009469093,,0.0008133743,0.0005763633,0.0009207317,
173900,0.0008794612,0.0000000020,0.0004402583,0.0098962051,0.0009436197,,0.0008134312,0.0005721614,0.0009207217,
174000,0.0008728097,0.0000000017,0.0004353885,0.0098927733,0.0009430988,,0.0008164186,0.0005729305,0.0009199487,
174100,0.0008729750,0.0000000015,0.0004369173,0.0098877370,0.0009482176,,0.0008151449,0.0005704610,0.0009180035,
174200,0.0008669707,0.0000000011,0.0004366525,0.0098862842,0.0009476744,,0.0008143718,0.0005714765,0.0009173477,
174300,0.0008684947,0.0000000000,0.0004318924,0.0098831305,0.0009496640,,0.0008155656,0.0005752540,0.0009120398,
174400,0.0008603620,0.0000000008,0.0004339045,0.0098798757,0.0009469321,,0.0008169864,0.0005742399,0.0009148944,
174500,0.0008537459,0.0000000017,0.0004375275,0.0098727936,0.0009474048,,0.0008122598,0.0005737190,0.0009119231,
174600,0.0008508946,0.0000000011,0.0004370600,0.0098670518,0.0009426422,,0.0008113254,0.0005742869,0.0009143406,
174700,0.0008475589,0.0000000000,0.0004380817,0.0098641318,0.0009415021,,0.0008151756,0.0005754856,0.0009109106,
174800,0.0008444946,0.0000000000,0.0004389869,0.0098567120,0.0009389793,,0.0008176184,0.0005777685,0.0009103700,
174900,0.0008425452,0.0000000013,0.0004377710,0.0098497575,0.0009402181,,0.0008196936,0.0005811472,0.0009073226,
175000,0.0008360769,0.0000000019,0.0004419100,0.0098431378,0.0009383835,,0.0008172326,0.0005789342,0.0009054882,
175100,0.0008337286,0.0000000000,0.0004411128,0.0098368290,0.0009359732,,0.0008171990,0.0005839385,0.0009046971,
175200,0.0008275190,0.0000000000,0.0004367197,0.0098309024,0.0009417185,,0.0008189773,0.0005910072,0.0008969401,
175300,0.0008236496,0.0000000008,0.0004369608,0.0098214745,0.0009428870,,0.0008197796,0.0005916962,0.0008958450,
175400,0.0008239603,0.0000000000,0.0004346291,0.0098153005,0.0009431867,,0.0008190520,0.0005946942,0.0008883489,
175500,0.0008263934,0.0000000019,0.0004313109,0.0098080233,0.0009403200,,0.0008227407,0.0005979626,0.0008872960,
175600,0.0008315253,0.0000000000,0.0004292979,0.0098022626,0.0009409615,,0.0008227982,0.0005960593,0.0008863792,
175700,0.0008325864,0.0000000000,0.0004282316,0.0097949439,0.0009434849,,0.0008229317,0.0006029318,0.0008832218,
175800,0.0008332739,0.0000000008,0.0004296033,0.0097866690,0.0009504328,,0.0008232969,0.0006059037,0.0008813281,
175900,0.0008286341,0.0000000000,0.0004259440,0.0097799481,0.0009505136,,0.0008265047,0.0006014642,0.0008850555,
176000,0.0008267828,0.0000000017,0.0004289302,0.0097756202,0.0009507538,,0.0008267623,0.0006043121,0.0008834436,
176100,0.0008264782,0.0000000000,0.0004280197,0.0097668735,0.0009494580,,0.0008238256,0.0006037558,0.0008852547,
176200,0.0008247489,0.0000000008,0.0004300931,0.0097597049,0.0009555815,,0.0008215997,0.0006021219,0.0008832442,
176300,0.0008321572,0.0000000008,0.0004327399,0.0097550553,0.0009555241,,0.0008203805,0.0005998280,0.0008846690,
176400,0.0008325923,0.0000000011,0.0004300930,0.0097515077,0.0009536228,,0.0008146558,0.0006033592,0.0008859620,
176500,0.0008344031,0.0000000017,0.0004379519,0.0097501272,0.0009544014,,0.0008130961,0.0006022863,0.0008868317,
176600,0.0008251812,0.0000000013,0.0004356767,0.0097465637,0.0009614804,,0.0008129487,0.0006010937,0.0008881491,
176700,0.0008236675,0.0000000019,0.0004322933,0.0097345980,0.0009606595,,0.0008160463,0.0006007398,0.0008833313,
176800,0.0008243887,0.0000000017,0.0004338203,0.0097313283,0.0009603565,,0.0008109673,0.0005996380,0.0008802763,
176900,0.0008179085,0.0000000000,0.0004324951,0.0097275010,0.0009633832,,0.0008110518,0.0005986882,0.0008832574,
177000,0.0008205325,0.0000000000,0.0004334252,0.0097255161,0.0009625321,,0.0008086170,0.0005985780,0.0008827758,
177100,0.0008131377,0.0000000000,0.0004356388,0.0097218232,0.0009593459,,0.0008077660,0.0005986879,0.0008800722,
177200,0.0008136093,0.0000000008,0.0004361591,0.0097197849,0.0009591882,,0.0008062657,0.0006000885,0.0008774257,
177300,0.0008059900,0.0000000013,0.0004372751,0.0097140472,0.0009608163,,0.0008047408,0.0006018164,0.0008737041,
177400,0.0008021065,0.0000000011,0.0004364145,0.0097119369,0.0009591598,,0.0008088532,0.0006028886,0.0008706092,
177500,0.0007998115,0.0000000011,0.0004389466,0.0097067546,0.0009589365,,0.0008044510,0.0006085409,0.0008667664,
177600,0.0008025706,0.0000000000,0.0004395580,0.0097023014,0.0009606583,,0.0008053493,0.0006105896,0.0008631181,
177700,0.0008025527,0.0000000000,0.0004377223,0.0096962181,0.0009599335,,0.0008067896,0.0006121563,0.0008613303,
177800,0.0008038901,0.0000000008,0.0004387952,0.0096894246,0.0009577001,,0.0008063532,0.0006108526,0.0008587859,
177900,0.0008059846,0.0000000008,0.0004390996,0.0096781315,0.0009601158,,0.0008046695,0.0006082246,0.0008585627,
178000,0.0008069671,0.0000000022,0.0004420036,0.0096721918,0.0009650579,,0.0008058274,0.0006045724,0.0008582808,
178100,0.0008090785,0.0000000000,0.0004427308,0.0096685112,0.0009672500,,0.0008064539,0.0006046893,0.0008545426,
