t,Naive3,UCB1,Random,Softmax0.1,EnsembleEAnnealingUpdateAll,EnsembleRandomUpdateAll,EXP30.5,eAnnealing,eGreedy0.1,
178200,0.0008107800,0.0000000011,0.0004445868,0.0096607363,0.0009687520,,0.0008086960,0.0006013999,0.0008512650,
178300,0.0008111544,0.0000000000,0.0004430680,0.0096561685,0.0009731231,,0.0008091346,0.0006023978,0.0008514943,
178400,0.0008092550,0.0000000008,0.0004423277,0.0096489411,0.0009729938,,0.0008090582,0.0006014636,0.0008524740,
178500,0.0008053773,0.0000000008,0.0004430214,0.0096441220,0.0009710046,,0.0008072343,0.0005976542,0.0008532155,
178600,0.0008099903,0.0000000000,0.0004432526,0.0096349648,0.0009722695,,0.0008027346,0.0006016516,0.0008572620,
178700,0.0008112662,0.0000000000,0.0004408129,0.0096295662,0.0009743856,,0.0008015460,0.0005989064,0.0008547393,
178800,0.0008062676,0.0000000008,0.0004407384,0.0096253494,0.0009761707,,0.0007982908,0.0005982421,0.0008552886,
178900,0.0007988859,0.0000000000,0.0004404113,0.0096193474,0.0009782647,,0.0007991418,0.0006048024,0.0008556221,
179000,0.0008017294,0.0000000000,0.0004371602,0.0096075396,0.0009786305,,0.0008000679,0.0006055277,0.0008554262,
179100,0.0008020452,0.0000000008,0.0004365218,0.0096031779,0.0009736078,,0.0007977956,0.0006078209,0.0008570040,
179200,0.0008017646,0.0000000008,0.0004364631,0.0095955858,0.0009743468,,0.0007963672,0.0006081861,0.0008553769,
179300,0.0007996294,0.0000000000,0.0004358974,0.0095893262,0.0009731152,,0.0007996080,0.0006038067,0.0008545221,
179400,0.0007969870,0.0000000000,0.0004359255,0.0095864690,0.0009709087,,0.0008029062,0.0006006913,0.0008567095,
179500,0.0007916518,0.0000000000,0.0004348238,0.0095807636,0.0009713830,,0.0008039381,0.0005995080,0.0008547725,
179600,0.0007895320,0.0000000017,0.0004400875,0.0095770824,0.0009679579,,0.0008036084,0.0005996800,0.0008548735,
179700,0.0007897256,0.0000000013,0.0004418235,0.0095715326,0.0009643784,,0.0008042166,0.0006054636,0.0008535379,
179800,0.0007917776,0.0000000000,0.0004410714,0.0095675567,0.0009632034,,0.0008067417,0.0005983195,0.0008569480,
179900,0.0007913549,0.0000000000,0.0004415767,0.0095646196,0.0009601886,,0.0008022009,0.0006000375,0.0008612701,
180000,0.0007859866,0.0000000000,0.0004382056,0.0095610389,0.0009610378,,0.0008026344,0.0006035195,0.0008631358,
180100,0.0007892672,0.0000000000,0.0004396692,0.0095541966,0.0009587734,,0.0008040425,0.0006017251,0.0008641292,
180200,0.0007923767,0.0000000011,0.0004403678,0.0095471645,0.0009566902,,0.0008030520,0.0005983186,0.0008642717,
180300,0.0007962813,0.0000000000,0.0004387435,0.0095389231,0.0009535953,,0.0007985227,0.0006021719,0.0008640921,
180400,0.0007893761,0.0000000000,0.0004383097,0.0095367196,0.0009522651,,0.0007953791,0.0006003485,0.0008649079,
180500,0.0007907862,0.0000000000,0.0004395150,0.0095278491,0.0009510386,,0.0007932638,0.0005992649,0.0008671319,
180600,0.0007955561,0.0000000000,0.0004389249,0.0095285830,0.0009544029,,0.0007954042,0.0006021331,0.0008721919,
180700,0.0007983232,0.0000000015,0.0004383759,0.0095274525,0.0009528209,,0.0007956405,0.0005969915,0.0008825464,
180800,0.0007977016,0.0000000000,0.0004401579,0.0095201619,0.0009534044,,0.0007945899,0.0005997416,0.0008827618,
180900,0.0007945413,0.0000000000,0.0004411892,0.0095137411,0.0009570186,,0.0007935912,0.0005999867,0.0008834691,
181000,0.0007931886,0.0000000008,0.0004414998,0.0095057551,0.0009583352,,0.0007921062,0.0005958945,0.0008905386,
181100,0.0007977815,0.0000000008,0.0004404673,0.0094982934,0.0009545887,,0.0007981134,0.0005956785,0.0008901122,
181200,0.0008004233,0.0000000013,0.0004386034,0.0094926178,0.0009539570,,0.0007973479,0.0005967229,0.0008896329,
181300,0.0008028810,0.0000000000,0.0004415286,0.0094897918,0.0009502703,,0.0007978063,0.0005932136,0.0008982494,
181400,0.0007957954,0.0000000000,0.0004428872,0.0094858606,0.0009495299,,0.0008001287,0.0005886887,0.0009038511,
181500,0.0007939875,0.0000000000,0.0004435010,0.0094789922,0.0009511652,,0.0007964339,0.0005884040,0.0009077441,
181600,0.0007980873,0.0000000000,0.0004430441,0.0094766687,0.0009513536,,0.0007926936,0.0005895866,0.0009130579,
181700,0.0008011489,0.0000000000,0.0004438157,0.0094723996,0.0009508383,,0.0007926229,0.0005899843,0.0009119782,
181800,0.0008008533,0.0000000019,0.0004421497,0.0094666036,0.0009513227,,0.0007919994,0.0005929631,0.0009189298,
181900,0.0007952812,0.0000000015,0.0004461399,0.0094578470,0.0009549472,,0.0007940578,0.0005876885,0.0009235687,
182000,0.0007930656,0.0000000000,0.0004499516,0.0094496428,0.0009518620,,0.0007879194,0.0005917052,0.0009208933,
182100,0.0007947331,0.0000000011,0.0004507078,0.0094433850,0.0009490322,,0.0007879095,0.0005928699,0.0009238310,
182200,0.0007974390,0.0000000011,0.0004497014,0.0094404011,0.0009440519,,0.0007850279,0.0005845819,0.0009259829,
182300,0.0007923041,0.0000000017,0.0004494019,0.0094405724,0.0009436420,,0.0007852190,0.0005856567,0.0009276835,
182400,0.0007868883,0.0000000011,0.0004471945,0.0094349938,0.0009454889,,0.0007831392,0.0005885911,0.0009248400,
182500,0.0007810719,0.0000000008,0.0004471204,0.0094258534,0.0009441337,,0.0007798504,0.0005848337,0.0009300311,
182600,0.0007813337,0.0000000000,0.0004488951,0.0094196193,0.0009450987,,0.0007822081,0.0005839857,0.0009307416,
182700,0.0007821987,0.0000000000,0.0004508366,0.0094152785,0.0009456688,,0.0007825519,0.0005860323,0.0009284851,
182800,0.0007754533,0.0000000008,0.0004530604,0.0094106905,0.0009431948,,0.0007868052,0.0005885341,0.0009293988,
182900,0.0007732265,0.0000000000,0.0004509220,0.0094060625,0.0009411601,,0.0007859720,0.0005859020,0.0009240681,
183000,0.0007734504,0.0000000000,0.0004532083,0.0094019755,0.0009383939,,0.0007833990,0.0005828095,0.0009286670,
183100,0.0007731640,0.0000000015,0.0004535804,0.0093960613,0.0009410153,,0.0007838944,0.0005862977,0.0009202135,
183200,0.0007740032,0.0000000000,0.0004521016,0.0093922870,0.0009414276,,0.0007815279,0.0005821983,0.0009155185,
183300,0.0007788966,0.0000000011,0.0004533205,0.0093866434,0.0009419478,,0.0007778367,0.0005850320,0.0009191397,
183400,0.0007763666,0.0000000000,0.0004539061,0.0093816690,0.0009469273,,0.0007816312,0.0005883892,0.0009126838,
183500,0.0007733444,0.0000000000,0.0004537837,0.0093774987,0.0009485431,,0.0007799396,0.0005828898,0.0009179622,
183600,0.0007733577,0.0000000008,0.0004510049,0.0093727210,0.0009465917,,0.0007803973,0.0005781963,0.0009162165,
183700,0.0007746326,0.0000000000,0.0004498188,0.0093690575,0.0009524716,,0.0007792997,0.0005788742,0.0009172886,
183800,0.0007764859,0.0000000011,0.0004484256,0.0093619495,0.0009450426,,0.0007770953,0.0005774971,0.0009183697,
183900,0.0007780962,0.0000000000,0.0004494706,0.0093583510,0.0009416297,,0.0007740274,0.0005726222,0.0009118052,
184000,0.0007772077,0.0000000000,0.0004499782,0.0093570251,0.0009482389,,0.0007772659,0.0005687929,0.0009226721,
184100,0.0007752535,0.0000000011,0.0004510989,0.0093505513,0.0009416139,,0.0007775894,0.0005717083,0.0009231542,
184200,0.0007738698,0.0000000000,0.0004521114,0.0093470698,0.0009360790,,0.0007807050,0.0005769011,0.0009276225,
184300,0.0007738694,0.0000000011,0.0004519048,0.0093431505,0.0009320366,,0.0007819751,0.0005707752,0.0009321537,
184400,0.0007776348,0.0000000022,0.0004550670,0.0093419472,0.0009327710,,0.0007830625,0.0005681620,0.0009332168,
184500,0.0007775434,0.0000000000,0.0004591104,0.0093407441,0.0009349540,,0.0007831905,0.0005668148,0.0009357289,
184600,0.0007783545,0.0000000000,0.0004582477,0.0093358448,0.0009312429,,0.0007811458,0.0005651074,0.0009295167,
184700,0.0007751902,0.0000000008,0.0004573958,0.0093306904,0.0009312931,,0.0007788661,0.0005655103,0.0009353242,
184800,0.0007772798,0.0000000000,0.0004598579,0.0093249342,0.0009304557,,0.0007792823,0.0005660251,0.0009338022,
184900,0.0007782049,0.0000000008,0.0004614037,0.0093220300,0.0009310538,,0.0007833773,0.0005639410,0.0009213189,
185000,0.0007800232,0.0000000013,0.0004595115,0.0093170530,0.0009326015,,0.0007824806,0.0005658188,0.0009237974,
185100,0.0007837592,0.0000000000,0.0004592028,0.0093089576,0.0009300362,,0.0007812520,0.0005660077,0.0009243754,
185200,0.0007834389,0.0000000000,0.0004614219,0.0093015945,0.0009279233,,0.0007831948,0.0005647569,0.0009214656,
185300,0.0007821043,0.0000000000,0.0004600237,0.0092967297,0.0009297945,,0.0007830551,0.0005624680,0.0009237916,
185400,0.0007835293,0.0000000000,0.0004570852,0.0092911724,0.0009296679,,0.0007847279,0.0005655109,0.0009176985,
185500,0.0007852872,0.0000000000,0.0004582380,0.0092830895,0.0009246924,,0.0007854325,0.0005674967,0.0009173661,
185600,0.0007856531,0.0000000013,0.0004608317,0.0092728604,0.0009275903,,0.0007906471,0.0005687094,0.0009164462,
185700,0.0007867497,0.0000000011,0.0004565345,0.0092656681,0.0009309868,,0.0007903888,0.0005678830,0.0009197595,
185800,0.0007873080,0.0000000000,0.0004553126,0.0092595298,0.0009307381,,0.0007919953,0.0005656633,0.0009170758,
185900,0.0007893423,0.0000000015,0.0004546574,0.0092567526,0.0009296104,,0.0007901981,0.0005658373,0.0009158386,
186000,0.0007836886,0.0000000015,0.0004539116,0.0092485351,0.0009240476,,0.0007932797,0.0005685404,0.0009159477,
186100,0.0007837166,0.0000000000,0.0004557027,0.0092413400,0.0009234997,,0.0007957236,0.0005689565,0.0009157164,
186200,0.0007834821,0.0000000000,0.0004539786,0.0092383944,0.0009174341,,0.0007968697,0.0005701669,0.0009120919,
186300,0.0007817136,0.0000000000,0.0004549476,0.0092372233,0.0009190358,,0.0007970427,0.0005706853,0.0009092901,
186400,0.0007787815,0.0000000017,0.0004579576,0.0092351944,0.0009185965,,0.0008004806,0.0005765972,0.0009130904,
186500,0.0007743072,0.0000000011,0.0004583600,0.0092271140,0.0009225444,,0.0008019593,0.0005730036,0.0009156938,
186600,0.0007782224,0.0000000000,0.0004590114,0.0092210760,0.0009256344,,0.0008017755,0.0005756563,0.0009119714,
186700,0.0007779747,0.0000000000,0.0004600581,0.0092141064,0.0009288972,,0.0008013523,0.0005743972,0.0009135683,
186800,0.0007797474,0.0000000019,0.0004592212,0.0092057952,0.0009335154,,0.0008059476,0.0005778170,0.0009112353,
186900,0.0007813251,0.0000000000,0.0004588037,0.0091994047,0.0009351998,,0.0008073395,0.0005776483,0.0009102984,
187000,0.0007826116,0.0000000008,0.0004619580,0.0091933071,0.0009326505,,0.0008066318,0.0005809764,0.0009066629,
187100,0.0007867877,0.0000000000,0.0004595802,0.0091887394,0.0009317618,,0.0008079166,0.0005823923,0.0009067318,
187200,0.0007824472,0.0000000000,0.0004586954,0.0091833045,0.0009326597,,0.0008082334,0.0005854595,0.0009030499,
187300,0.0007786659,0.0000000000,0.0004564240,0.0091775528,0.0009286770,,0.0008064261,0.0005830144,0.0008984148,
187400,0.0007746823,0.0000000008,0.0004549182,0.0091695593,0.0009279533,,0.0008084410,0.0005797060,0.0008968618,
187500,0.0007681674,0.0000000000,0.0004555023,0.0091645563,0.0009282719,,0.0008076290,0.0005829193,0.0008942675,
187600,0.0007684451,0.0000000015,0.0004543268,0.0091585358,0.0009264815,,0.0008077213,0.0005841832,0.0008935259,
187700,0.0007674855,0.0000000000,0.0004558009,0.0091507716,0.0009215679,,0.0008080704,0.0005833142,0.0008977420,
187800,0.0007689562,0.0000000000,0.0004579595,0.0091464538,0.0009257499,,0.0008055486,0.0005835672,0.0008977254,
187900,0.0007643178,0.0000000015,0.0004588965,0.0091379780,0.0009232124,,0.0008027844,0.0005842335,0.0008954478,
188000,0.0007645201,0.0000000000,0.0004573511,0.0091349258,0.0009226688,,0.0008004576,0.0005827816,0.0009005762,
188100,0.0007627131,0.0000000000,0.0004568556,0.0091296543,0.0009188719,,0.0008035753,0.0005839590,0.0008977068,
188200,0.0007643034,0.0000000000,0.0004584584,0.0091206147,0.0009195371,,0.0008016016,0.0005805081,0.0008977066,
188300,0.0007614985,0.0000000000,0.0004581763,0.0091141586,0.0009223593,,0.0008003040,0.0005823336,0.0009004053,
188400,0.0007595655,0.0000000008,0.0004601834,0.0091087482,0.0009185098,,0.0008044990,0.0005794463,0.0008991304,
188500,0.0007586731,0.0000000000,0.0004592852,0.0091005309,0.0009170177,,0.0008044996,0.0005804121,0.0009014631,
188600,0.0007592251,0.0000000013,0.0004593105,0.0090915622,0.0009212956,,0.0008028499,0.0005791821,0.0009031452,
188700,0.0007561380,0.0000000017,0.0004621221,0.0090849549,0.0009180847,,0.0008008246,0.0005839868,0.0008986368,
188800,0.0007554411,0.0000000000,0.0004621480,0.0090782094,0.0009129940,,0.0007985639,0.0005805669,0.0008960510,
188900,0.0007555510,0.0000000015,0.0004593031,0.0090706012,0.0009187962,,0.0007988694,0.0005840157,0.0008963201,
189000,0.0007535706,0.0000000000,0.0004610491,0.0090631249,0.0009184226,,0.0008028783,0.0005842271,0.0008976301,
189100,0.0007486150,0.0000000015,0.0004639924,0.0090592729,0.0009158724,,0.0008035493,0.0005848415,0.0008938895,
189200,0.0007532410,0.0000000000,0.0004653491,0.0090503061,0.0009150361,,0.0008041747,0.0005800908,0.0008911698,
189300,0.0007486949,0.0000000017,0.0004677835,0.0090444251,0.0009177353,,0.0008066126,0.0005778076,0.0008904676,
189400,0.0007426696,0.0000000015,0.0004685167,0.0090388344,0.0009202508,,0.0008074632,0.0005800500,0.0008918530,
189500,0.0007412667,0.0000000017,0.0004650296,0.0090325862,0.0009165357,,0.0008068977,0.0005805882,0.0008872616,
189600,0.0007370706,0.0000000017,0.0004640349,0.0090300894,0.0009201643,,0.0008046178,0.0005780214,0.0008842190,
189700,0.0007395228,0.0000000000,0.0004637567,0.0090229227,0.0009199818,,0.0008048508,0.0005760917,0.0008887882,
189800,0.0007404014,0.0000000020,0.0004657672,0.0090163568,0.0009194070,,0.0008020682,0.0005769353,0.0008856122,
189900,0.0007396914,0.0000000000,0.0004672736,0.0090103350,0.0009225347,,0.0007982582,0.0005716645,0.0008834110,
190000,0.0007378580,0.0000000000,0.0004670180,0.0090059786,0.0009280454,,0.0007973208,0.0005738300,0.0008795362,
190100,0.0007350154,0.0000000000,0.0004691567,0.0089989455,0.0009274053,,0.0007976496,0.0005771145,0.0008844500,
190200,0.0007350734,0.0000000000,0.0004707970,0.0089941883,0.0009256312,,0.0007994480,0.0005773804,0.0008812194,
190300,0.0007366231,0.0000000000,0.0004688777,0.0089884351,0.0009262677,,0.0008027162,0.0005779688,0.0008789733,
190400,0.0007329136,0.0000000008,0.0004666881,0.0089832078,0.0009233531,,0.0008009840,0.0005774535,0.0008814736,
190500,0.0007339154,0.0000000000,0.0004631003,0.0089788676,0.0009204962,,0.0008027364,0.0005804386,0.0008789410,
190600,0.0007330799,0.0000000015,0.0004610072,0.0089726661,0.0009202376,,0.0008002604,0.0005787681,0.0008790974,
190700,0.0007340911,0.0000000000,0.0004584925,0.0089668140,0.0009228750,,0.0007985614,0.0005839317,0.0008788828,
190800,0.0007293298,0.0000000000,0.0004560502,0.0089602186,0.0009225255,,0.0007968927,0.0005853324,0.0008774522,
190900,0.0007306422,0.0000000000,0.0004560165,0.0089546408,0.0009208041,,0.0007958103,0.0005881954,0.0008773786,
191000,0.0007331708,0.0000000000,0.0004532448,0.0089461191,0.0009227603,,0.0007910628,0.0005902320,0.0008806197,
191100,0.0007305702,0.0000000000,0.0004536334,0.0089434414,0.0009188330,,0.0007913954,0.0005926029,0.0008780099,
191200,0.0007301105,0.0000000000,0.0004552720,0.0089353084,0.0009165962,,0.0007910943,0.0005940271,0.0008745438,
191300,0.0007266529,0.0000000000,0.0004544779,0.0089309365,0.0009159805,,0.0007870712,0.0005970315,0.0008726087,
191400,0.0007303397,0.0000000000,0.0004528766,0.0089241890,0.0009178838,,0.0007887886,0.0005979536,0.0008705764,
191500,0.0007311332,0.0000000000,0.0004536821,0.0089235115,0.0009172854,,0.0007902203,0.0005990671,0.0008661259,
191600,0.0007281400,0.0000000000,0.0004557275,0.0089148249,0.0009145911,,0.0007937099,0.0006021083,0.0008647173,
191700,0.0007281016,0.0000000013,0.0004531097,0.0089055591,0.0009127950,,0.0007949806,0.0005996972,0.0008629551,
191800,0.0007268745,0.0000000015,0.0004514258,0.0088999100,0.0009124748,,0.0007935024,0.0005990536,0.0008619017,
191900,0.0007274136,0.0000000013,0.0004536275,0.0088968882,0.0009116445,,0.0007886588,0.0005994315,0.0008617354,
192000,0.0007283877,0.0000000011,0.0004528502,0.0088894317,0.0009115360,,0.0007863521,0.0005993735,0.0008628324,
192100,0.0007323711,0.0000000000,0.0004541211,0.0088778134,0.0009125248,,0.0007887490,0.0006003727,0.0008607123,
192200,0.0007334147,0.0000000000,0.0004504515,0.0088748498,0.0009121003,,0.0007869934,0.0005996250,0.0008601783,
192300,0.0007341834,0.0000000015,0.0004494111,0.0088686551,0.0009164982,,0.0007872178,0.0005985287,0.0008621247,
192400,0.0007394698,0.0000000000,0.0004489034,0.0088591282,0.0009176682,,0.0007865883,0.0005979009,0.0008604619,
192500,0.0007414877,0.0000000000,0.0004502894,0.0088521776,0.0009179241,,0.0007848754,0.0005977374,0.0008560927,
192600,0.0007411890,0.0000000013,0.0004489839,0.0088430929,0.0009154568,,0.0007867444,0.0005941921,0.0008568891,
192700,0.0007402332,0.0000000008,0.0004511908,0.0088393292,0.0009131352,,0.0007883986,0.0005937385,0.0008565402,
192800,0.0007413244,0.0000000011,0.0004532044,0.0088320149,0.0009117920,,0.0007871182,0.0005946837,0.0008542652,
192900,0.0007449952,0.0000000008,0.0004497712,0.0088277800,0.0009050481,,0.0007886520,0.0005967201,0.0008555618,
193000,0.0007461591,0.0000000000,0.0004476053,0.0088270579,0.0009041873,,0.0007878046,0.0005956899,0.0008598772,
193100,0.0007448972,0.0000000000,0.0004452894,0.0088197413,0.0009103312,,0.0007863929,0.0005943941,0.0008623241,
193200,0.0007484210,0.0000000000,0.0004435191,0.0088171538,0.0009125265,,0.0007844022,0.0005971649,0.0008656445,
193300,0.0007485663,0.0000000011,0.0004425625,0.0088135857,0.0009127911,,0.0007840404,0.0006061220,0.0008673455,
193400,0.0007517202,0.0000000000,0.0004400088,0.0088048878,0.0009116261,,0.0007852581,0.0006047235,0.0008728939,
193500,0.0007563970,0.0000000015,0.0004421762,0.0088023466,0.0009150228,,0.0007811655,0.0006085724,0.0008764852,
193600,0.0007543636,0.0000000000,0.0004432623,0.0087971605,0.0009144167,,0.0007795263,0.0006149911,0.0008802327,
193700,0.0007560036,0.0000000000,0.0004439422,0.0087945373,0.0009095649,,0.0007798465,0.0006213476,0.0008802221,
193800,0.0007552819,0.0000000008,0.0004444064,0.0087888705,0.0009162699,,0.0007805144,0.0006213297,0.0008802499,
193900,0.0007561702,0.0000000013,0.0004441173,0.0087870099,0.0009165548,,0.0007796453,0.0006255115,0.0008818614,
194000,0.0007573505,0.0000000000,0.0004424921,0.0087811898,0.0009192974,,0.0007803252,0.0006307158,0.0008771839,
194100,0.0007585269,0.0000000000,0.0004429770,0.0087798177,0.0009249342,,0.0007770114,0.0006356062,0.0008750326,
194200,0.0007607980,0.0000000008,0.0004432612,0.0087764257,0.0009261166,,0.0007736825,0.0006379432,0.0008746444,
194300,0.0007606430,0.0000000000,0.0004473742,0.0087696155,0.0009273031,,0.0007748575,0.0006375480,0.0008733998,
194400,0.0007632160,0.0000000015,0.0004483024,0.0087632250,0.0009254131,,0.0007763473,0.0006438512,0.0008772587,
194500,0.0007604201,0.0000000000,0.0004480086,0.0087567953,0.0009264155,,0.0007762887,0.0006453449,0.0008787407,
194600,0.0007583047,0.0000000015,0.0004483025,0.0087518763,0.0009258065,,0.0007765807,0.0006477742,0.0008755419,
194700,0.0007582914,0.0000000011,0.0004444302,0.0087440419,0.0009264259,,0.0007748329,0.0006492538,0.0008740014,
194800,0.0007607877,0.0000000013,0.0004442749,0.0087380931,0.0009279520,,0.0007726503,0.0006506595,0.0008674160,
194900,0.0007623004,0.0000000020,0.0004460827,0.0087305969,0.0009315502,,0.0007710828,0.0006512988,0.0008637551,
195000,0.0007637228,0.0000000013,0.0004475770,0.0087226070,0.0009338823,,0.0007716032,0.0006530652,0.0008630368,
195100,0.0007679023,0.0000000000,0.0004456553,0.0087195361,0.0009324118,,0.0007679380,0.0006567997,0.0008621348,
195200,0.0007682743,0.0000000000,0.0004447504,0.0087130811,0.0009320849,,0.0007684982,0.0006583196,0.0008616342,
